City,Source Link,Paragraph Content
Muscat,https://wikitravel.org/en/Muscat,It is advisable to drink bottled water while in Muscat. Oman Oasis%2C Tanuf%2C Arwa%2C Salsabeel%2C and Aquafina are the most recognisable brands of mineral water and is available in most convenience shops.  "Masafi" and "Darbat" are also brands at reasonable rates - RO 1 for 12*1.5 lts. Tap water is generally not safe so  use bottled water.
Islamabad,https://wikitravel.org/en/Islamabad,Bottled water is a good idea. Although water in Islamabad is generally clean%2C it is mainly gained from mountain water and tube wells and may contain minerals your system is not used to%2C and may not be stored and carried in the cleanest of ways. At your hotel%2C don't rely on them to provide you with bottled water%2C as many budget hotels reuse old bottles with tap water%2C to save money. Buy them directly from your local grocery store
Islamabad,https://wikitravel.org/en/Islamabad,Most locals do not drink tap water%2C but may get water from Govt. installed filteration plans. Tap water is normally boiled and it is strongly suggested that you carry bottled water and request it at all food places. Also make sure the seal is intact. If you are unsure about the hygiene of a particular place%2C try to avoid ice in all your drinks.
Nawabshah,https://wikitravel.org/en/Nawabshah,Tap water can be unsafe for drinking! Some establishments have water filters/purifiers installed%2C in which case the water is safe to drink%2C but be weary otherwise%2C also of drinks that contain ice. Packed drinking water (normally called mineral water in Pakistan) is a better choice.
Panama,https://wikitravel.org/en/Panama,Tap water is safe in virtually all cities and towns%2C with the exception of Bocas del Toro%2C where bottled water is recommended.
Bacolod,https://wikitravel.org/en/Bacolod,Tap Water is not safe for drinking though considered potable%2C the water supplies sometimes get dirty when Bacolod City Water District cleans up their pipes and the safety of tap water is somehow questionable%2C and no one really enjoys the pleasure of drinking it due to its cough syrup-like taste. Luckily water supplies during nationwide droughts are not affected as unlike other big cities%2C Bacolod pumps water from springs. Street Food is not as safe as those in Singapore and Taipei%2C the standards for street food is not properly imposed. There are few cases but not that rampant of being sick after eating street food. The quality of street food somehow is tolerated by health officials and citizens alike. Luckily street food is now on mainstream inside malls offering tourists and citizens alike to be assured of the hygienic standards. [Dengue fever]] is a common issue especially during the summer season%2C apply mosquito repellent and avoid wearing t-shirts and shorts during the afternoon%2C wear sleeves and pants instead.
Makati,https://wikitravel.org/en/Makati,Everyone understands at least a little English and many visitor interfacing staff have good English so there is no language barrier. All traffic signs are in English but expect heavy daytime traffic in Makati. Avoid traveling during peak hours. While jeepneys are banned from certain areas (namely Ayala Center)%2C they are in full force everywhere else.  Makati is noisy. In addition to the general traffic noise%2C the city is in the midst of a construction boom%2C and construction is ongoing 24/7.  So when choosing a hotel%2C it's a good idea to find out in advance what is happening in the nearby vicinity.  If there's a 40-story tower going up across from the Manadrin Oriental%2C which there is%2C ask for a room facing the other direction.  Moving along%2C don't drink the tap water%2C ever.  It's highly recommended to use tap water for washing your hands and nothing more.
Chelyabinsk,https://wikitravel.org/en/Chelyabinsk,Chelyabinsk has had a reputation as the most contaminated city in the world due to it's proximity to the Mayak complex for some time. However%2C travellers should not find it any different to other Russian cities%2C air quality is reasonable and a few weeks or less here should cause no harm. If you want more detailed information about radiation effects%2C you should consult your doctor for further advice.Tap water is not recommended%2C drink bottled water and make sure it's sealed. Don't eat berries from roadsides etc%2C stick to freshly baked or packaged goods.
Makhachkala,https://wikitravel.org/en/Makhachkala,Despite the prevalence of Muslims in the region%2C alcohol remains easy to find. Bottle water can be bought anywhere; avoid the tap.
Rostov-on-Don,https://wikitravel.org/en/Rostov-on-Don,Tap water is relatively safe%2C but definitely not recommended for drinking or using for tea or cooking. Use bottled water instead (See "Buy" section%2C above)%2C available in 0.5%2C 1.0%2C 1.5 or 5 litre bottles almost everywhere for 15-50 roubles.In summer time kvass points pop up on streets (Starominskiy%2C Otlichnik and other kvass).
Saint Petersburg,https://wikitravel.org/en/Saint_Petersburg,The city's water system is not ideal because of a number of old pipes and as a result does not provide 100% clean water. Some locals boil or also filter tap water before use; you might want to buy it bottled if water quality affects you.
Apia,https://wikitravel.org/en/Apia,Alcohol can be bought at almost all restaurants. Soft drinks and bottled water are generally available and safe. While the purity of the tap water is questionable%2C all factory-bought ice is safe. It is only later handling that can contaminate it.
Belgrade,https://wikitravel.org/en/Belgrade,Tap water in Belgrade is perfectly safe. There is a wide range of bottled waters on offer in grocery stores%2C supermarkets%2C and kiosks.
Singapore,https://wikitravel.org/en/Singapore,Tap water is safe for drinking%2C and sanitation standards are very high.  As a tropical country%2C Singapore is hot and humid so drink a lot of water. The lowest temperature ever recorded in Singapore was way back in 1934%2C when it hit a low of 19.4°C (66.9°F).
Johannesburg,https://wikitravel.org/en/Johannesburg,Tap water is completely safe to drink%2C Johannesburg's water has one of the highest ratings in the world.
Bilbao,https://wikitravel.org/en/Bilbao,Tap water is safe to drink%2C also from the outdoor taps. On weekend nights a lot of people gather in the bar area in eastern Casco Viejo%2C get their drinks from any of the bars and hang around on the streets before heading to nightclubs.
Kandy,https://wikitravel.org/en/Kandy,The Kandy district has large number of known treks. Within the Kandy city the short walk of Asgiri Maha Viharaya via Bahirawakande hill is an interesting. Udawattakelle forest reserve in within the city limit%2C gives valuable walking in nature. The secret Walkers Forest upper Hantane trek is on special permission from the Municipal Council of Kandy. The famous Western Shrines of Kandy Gadaladeniya%2C Lankathilake temples and Embakke shrine are connected by a very scenic footpath. Other part of the west of Kandy%2C a part of Portuguese War Route%2C via Ihalakotte railway station to Dodanwala Devale shrine is passing forest reserves%2C Alagalle Mountain%2C tea estates and kandyan traditional villages. East of Kandy city the temples Gangaramaya%2C Galmaduwa%2C Degaldoruwa temple are well known for paintings%2C sculptures and architectural techniques.Knuckles mountain range and its forest trails are the most suitable for trekking in Sri Lanka. It has many nature trails cleared trough the forest by forest department with campsites. For example Mini world’s end trails in the west and east%2C Pitawala pathena trail%2C Ash cave trail%2C Nitre cave trail%2C Knuckles summit trail are very exciting. Also there are interconnected footpaths of cardamom planters%2C toddy tappers%2C tea plantation workers%2C farmers and villages.  Traditional villages of the Knuckles foothills with so mach of treks and short walks such as Last King of Kandy%2C Sri Wikrama Rajasinhe’s (1798-1815) hideout place%2C Rathna water fall trek%2C Sitakotuwa limestone cave and waterfall trek%2C etc.South of Kandy the longest rice field scenery of the island%2C Lamasuriyagama the rice field was belonging to royal court of Kandy a very spectacular trek. It is undisturbed from electricity wires for photographs and with terrace rice fields by a Loggaloya river with watch huts of farmers. Loggaloya riverine forest trail to Victoria – Randenigala – Rantambe sanctuary is also a very interesting trekking.
Stockholm,https://wikitravel.org/en/Stockholm,The tap water in Stockholm is of very high quality. There is no reason for buying bottled water%2C which often is of lower quality than%2C or actually is%2C tap water. It is also completely accepted to ask for tap water in restaurants. Many places have a tap and glasses for self-service.
Kaohsiung,https://wikitravel.org/en/Kaohsiung,Locals consider the tap water NOT to be potable%2C though as in most of Taiwan%2C the government claims water quality is now up to international standards. Filtered water dispensing stations are present throughout the city%2C though some have been accused of simply distributing tap water. Restaurant water is safe%2C with the possible exception of some lunchbox eateries and stands on the street.
Dushanbe,https://wikitravel.org/en/Dushanbe,Never drink the water from the tap%2C nor use the water to brush your teeth. Always wash fresh produce%2C especially when bought from the local bazaar. Some melons—although they are incredibly fresh and sweet—can be irrigated and fertilized with manure%2C so sometimes washing them will not help. As a rule of thumb all foreigners from developed countries will get sick at least once while in Tajikistan%2C but this can be delayed by avoiding unwashed/unpeeled fruits and vegetables (be especially wary of this in restaurants).
Dar es Salaam,https://wikitravel.org/en/Dar_es_Salaam,You should only drink bottled water. A 1.5 litre bottle will cost you 1%2C000 shillings in a store or on the street%2C depending on the brand (and 2000 or more at restaurants)%2C but you can also drink tap water if you've purified it with iodine tablets or boiled it (at least 3-5 minutes at a rolling boil). "Seepage" from the sewer pipes into the water pipes is quite common.
Mwanza,https://wikitravel.org/en/Mwanza,Sport fishingTasty tilapia form the staple diet of the yellow-spotted otters that frolic in the island’s rocky coves%2C while rapacious Nile perch%2C some weighing more than 100kg%2C tempt recreational game fishermen seeking world record catches. Rubondo is more than a water wonderland. Deserted sandy beaches nestle against a cloak of virgin forest%2C where dappled bushbuck move fleet yet silent through a maze of tamarinds%2C wild palms%2C and sycamore figs strung with a cage of trailing taproots.
Bangkok,https://wikitravel.org/en/Bangkok,Tap water in Bangkok is said to be safe when it comes out the plant%2C but unfortunately the plumbing along the way often is not%2C so it's wise to avoid drinking the stuff%2C even in hotels. Any water served to you in good restaurants will at least be boiled%2C but it's better to order sealed bottles instead%2C which are available everywhere at low prices.
Bangkok,https://wikitravel.org/en/Bangkok,Take care with ice%2C which may be made with tap water of questionable potability as above. Some residents claim that ice with round holes is made by commercial ice makers who purify their water; others state that it is wise not to rely on that claim.
Chiang Mai,https://wikitravel.org/en/Chiang_Mai,(See note about tap water under "Stay Safe" below)
Chiang Mai,https://wikitravel.org/en/Chiang_Mai,Tap water should be regarded as non-potable.  Liquids from sealed bottles nearly always are safe%2C and should be used wherever possible. Nearly all restaurants use ice made by professional ice-making companies and is generally safe. There are street side water vending machines (50 setang to 2 baht per litre) throughout the city. Using one saves money and a lot of plastic refuse%2C but the quality of the water varies greatly from one machine to the next.
Loei,https://wikitravel.org/en/Loei,Craft beer lovers will be amazed to find hand crafted brews this far from Bangkok. Outlaw Brewing is located along the water (Kut Pong) in Loei City. They brew several hopped up American IPAs %2C ales%2C and wheat beers. Their tap list rotates so check their Facebook page for updated beers being served. Bottled beer is available both from Outlaw and from many well known craft breweries abroad. Outlaw Brewing is a small bar and easy to miss so look for the Chinese temple and you are close. Jo Beer%2C situated along the Mekong River in Chiang Khan (soi 3)%2C has a chocolate stout that must be tried%2C as well as a weizen and several ales. Located along the bank of the Mekong River%2C it's a great place to take in the view over a few cold ones.
Suphanburi,https://wikitravel.org/en/Suphanburi,64/31 Tapeeliang Rd. Phone 0813564136 -directly opposite the bus station.This hotel is quite overpriced for what you get! As at June 2016%2Cthe cost was B1200 including breakfast. Reception are friendly and helpful although little English is spoken. There is a lift%2C but no room Porter to get you to the room. The rooms are rather worn - the woodwork and furniture are chipped and the room smelled of cigarette smoke. The bathroom looks incomplete - few tiles and virtually the entire walls and floor are merely cement. The shower water comes out boiling%2C and when you try to turn it down a little it comes out freezing - it always reverts no matter how much you try! The floor has a waterproof clear coating%2C but this is worn to the cement base. Toilet seat was broken. There is a bar fridge%2C and a snack and drink list%2C but with no drinks or snacks. American breakfast was stone cold at 7am. Bread had to be put through the toaster three times to get it slightly brown. The restaurant was not open on Friday evening%2C so you have to go out to eat. You will do far better at a B600 hotel!
Corlu,https://wikitravel.org/en/Corlu,Tap water is never drinkable%2C so it is best to buy bottled or demijohn water.
Istanbul,https://wikitravel.org/en/Istanbul,Tap water may not be safe depending on where you drink it. Although the tap water itself is clean%2C many local water tanks are not maintained properly%2C and one should try to avoid tap water if possible. Locals widely prefer bottled water and the same applies for the restaurants.  Expect to pay for water in restaurants (around 5TL).
Kampala,https://wikitravel.org/en/Kampala,Do not drink the tap water. Spring water brands like Rwenzori and Blue Wave can be trusted.
Kyiv,https://wikitravel.org/en/Kyiv,You should not drink the tap water (for reasons both chemical and microbial). It is advisable to buy bottles in the supermarkets; they usually have English section on the label for "ingredients". You can always order "Bonaqua" (sparkling mineral water)%2C but beer is just about as cheap.
Kyiv,https://wikitravel.org/en/Kyiv,The usual "don't be stupid" advice suffices. Avoid drinking tap water; bottled water is cheap and available everywhere (Morshinska/Моршинська%2C Mirgorodska/Міргородська%2C Bonaqua are good). Kyiv is generally an open and friendly city and stays lively until at least 11 PM in most districts.
Ajman,https://wikitravel.org/en/Ajman,Tap water is considered ok but it has a slightly salted taste. The obvious reason is that desalination plants are used to provide tap water.  More to the point%2C you can safely use it to brush your teeth and prepare tea.
Edinburgh,https://wikitravel.org/en/Edinburgh,By all accounts%2C Edinburgh is an extremely safe destination. In a poll conducted by international market research firm YouGov in 2014%2C Edinburgh was listed as the safest of the ten most populous cities in the UK. The tap water is safe to drink%2C like it is anywhere in Scotland. Visitors can eat the food without constant fear of becoming home to a nefarious parasite. And although home burglaries are on the rise%2C violent crime and robberies happen infrequently.
Leeds,https://wikitravel.org/en/Leeds,If you do happen to get ill in Leeds%2C there are of course NHS and private medical practices all across the city. Leeds is also home to two of Europe's largest hospitals - Leeds General Infirmary (in the Civic Quarter) and rapidly expanding St James' (a couple of miles east of the City Centre and just south of Harehills)%2C as well as numerous smaller hospital and PCTs across the wider city area. As with the rest of the UK%2C tap water is safe to drink%2C and you are unlikely to come across any major health risks other than speeding traffic and the effects of alcohol.
