Country,Source Link,Paragraph Content
Italy,https://wikitravel.org/en/Italy,While safe to drink%2C the tap water in some parts of Italy (e.g. Sardinia%2C or parts of the South) can be cloudy with a slight off taste. Some Italians prefer bottled water%2C which is served in restaurants; make sure you let the waiter/waitress know you want regular water (acqua naturale or acqua liscia) or else you could get water with either natural gas (acqua effervescente) or with added carbonation (acqua frizzante or acqua gassata); usually the waiter will ask which one you want with phrases like "Liscia/naturale o gassata/frizzante?" (Still or sparkling water?). Rome%2C in particular%2C has exceptional pride in the quality of its water. This goes right back to the building of aqueducts channeling pure mountain water to every citizen during Roman times. Don't waste plastic bottles! You can refill your drinking containers and bottles at any of the constant running taps and fountains dotted around the city%2C safe in the knowledge that you are getting excellent quality cool spring water - try it!
Italy,https://wikitravel.org/en/Italy,Water in southern Italy might come from desalination and sometimes may have a strange taste%2C due to extended droughts. If in doubt use bottled water. Elsewhere tap water is perfectly drinkable and very well maintained. Or else%2C a "NON POTABILE" warning is posted.
Jamaica,https://wikitravel.org/en/Jamaica,The tap water is generally good and safe to drink. All piped water in Jamaica is treated to international standards%2C and will be of the same quality you could expect to find in North America or Europe. Water service in rural areas can sometimes go out for several hours at a time. People in rural areas have their own water tanks%2C which catch water when it rains%2C so be ready to draw from a tank instead of turning a pipe. Water from these sources should be boiled before being consumed. Bottled water such as Wata (a local brand)%2C Aquafina and Deer Park are widely available.
Japan,https://wikitravel.org/en/Japan,Japan is a country obsessed with cleanliness and health hazards are few and far between. Tap water is potable everywhere and food hygiene standards are very high. There are no communicable diseases of significance%2C as despite the name%2C Japanese encephalitis has been almost eradicated.
Kenya,https://wikitravel.org/en/Kenya,People staying longer-term may rent accommodation; prices range from estate-agent 'international style' rentals at USD150+ pw%2C to privately arranged furnished apartments%2C from USD50-100 pw%2C to 'local' style accommodation%2C usually unfurnished%2C in a price range from KES5000-7000 per month with windows%2C water%2C electricity%2C down to KES 500 per month with no windows%2C no electricity%2C loud neighbours%2C mosquitoes%2C shared access to a tap. To arrange privately rented accommodation%2C you'll need to ask around - cab drivers%2C shopkeepers%2C market traders%2C could all save you the estate agents' fees.
Kuwait,https://wikitravel.org/en/Kuwait,Tap water is drinkable%2C although most of it is desalinated.  Bottled water is available everywhere for a few hundred fils. Alcohol is illegal in Kuwait: it may not be imported%2C manufactured or served.
Laos,https://wikitravel.org/en/Laos,Pakse is a good place to rent and plan a trip around the deep south (know as 'the southern loop') to places like Tad Lo (a multi-tiered waterfall with an old rustic village built next to it)%2C Sekong and Attapeu; all are very possible to do on a simple 110cc scooter as all the roads are paved%2C quiet and in generally good condition.
Laos,https://wikitravel.org/en/Laos,Tap water is not drinkable%2C but bottled water is cheap and widely available.
Latvia,https://wikitravel.org/en/Latvia,Tap water is safe to drink; however%2C most locals prefer to boil it before drinking. Purchasing bottled water is an alternative.
Lithuania,https://wikitravel.org/en/Lithuania,Tap water is suitable for drinking in many parts of Lithuania. In other areas%2C local people prefer to purchase bottled water or to run tap water through water filters. If you need to buy bottled water%2C a 5 litre bottle is not much more expensive than a one litre bottle. Where in doubt about the tap water%2C seek local advice.
Lithuania,https://wikitravel.org/en/Lithuania,Mineral water is also offered in restaurants%2C cafés and shops%2C although it's a bit more expensive than tap water. Some popular brands are Rasa%2C Tichė and Vytautas.
Luxembourg,https://wikitravel.org/en/Luxembourg,The food and tap water supply in Luxembourg is perfectly fine and the country's healthcare system is first class. The climate is average even though the summers can get hot. However these temperatures rarely rise much above 30°C.
Macau,https://wikitravel.org/en/Macau,Whilst tap water is technically safe to drink (taste aside)%2C most locals boil or filter their water or buy inexpensive bottled water%2C which you are also recommended to do so. A 2.5 litre bottle of drinking water starts around $0.25 in supermarkets.
Madagascar,https://wikitravel.org/en/Madagascar,While in general tap water is considered not safe%2C in most cities it seldom causes problems. Bottled water costs 30 to 60 eurocent per liter and can be found almost everywhere. The same holds for Fanta%2C Coca Cola%2C ... Bonbon Anglais%2C and various beers like Three Horses Beer (THB)%2C Castel%2C Queens%2C Skol%2C ... Locals often drink rum because it is much cheaper than beer.Natural and not so natural juices can also readily be found%2C for 5 to 10 eurocent per cup. Another option is ranon'apango (RAN-oo-na-PANG-oo) or rice water (water used to cook rice%2C which will therefore have been boiled) which is often served when eating in local places. It's particularly important to plan ahead if visiting rural areas. It is worth taking with you some chlorine tablets%2C which can be used to make the local water drinkable.
Malawi,https://wikitravel.org/en/Malawi,Traditional Malawian food revolves around one staple%2C maize%2C served in one form%2C nsima (n'SEE-ma).  Nsima is basically a type of thick porridge%2C rolled into balls with your right hand and dipped into a variety of stews known as relishes.  Those who can afford them eat relishes of beef%2C chicken or fish%2C but the many who can't make do with beans%2C tiny dried fish (usipa)%2C pumpkin leaves (chibwabwa) and other vegetables.  At breakfast%2C nsima can be served watered down into a soup%2C maybe with a little sugar.  Local restaurants will serve nsima and relish for less than MWK2000 (USD3).
Malawi,https://wikitravel.org/en/Malawi,Tap water in major cities like Lilongwe%2C Blantyre%2C Zomba and Mzuzu is generally safe. Ask at the lodge/house you're at. Some travellers with weaker stomachs may be advised to avoid this drinking water. Bottled water is plentiful in all the major shops.
Malaysia,https://wikitravel.org/en/Malaysia,Generally%2C you can eat pretty much anywhere in Malaysia. Food outlets are comparatively clean - the only thing you should avoid is ice for your drinks%2C when you frequent the street stalls since the blocks of ice used there might not be up to your hygienic standards.  In actual restaurants this is not a problem. Also you might want to avoid ordering water from stalls or the mamak restaurants as they are usually unboiled tap water.
Malaysia,https://wikitravel.org/en/Malaysia,Tap water is drinkable straight off the tap as it is treated (depending on location)%2C but even locals boil or filter it first just to be on the safe side. When travelling it is best to stick to bottled water%2C which is very affordable.
Malaysia,https://wikitravel.org/en/Malaysia,Ice in drinks might be made from tap water but nowadays%2C most restaurants and even roadside stalls use the cylindrical variety with a hollow tube down the middle that are mass-produced at ice factories and are safer to consume.
Maldives,https://wikitravel.org/en/Maldives,Tap water in resorts may or may not be drinkable -- check with management.  Bottled water in the resorts is extortionately priced%2C with USD5/bottle being typical. Bottled water in Malé City or on an island is much cheaper. It can be a good idea to bring a few 5 litre bottles from Malé City to your resort if you have the option.
Maldives,https://wikitravel.org/en/Maldives,There are no serious problems with diseases in the Maldives. Beware that tap water may not be drinkable at all resorts: enquire locally. The Maldives are malaria-free%2C but some islands do have mosquitoes and catching dengue fever from them is possible%2C albeit highly unlikely. For those coming from regions infected by yellow fever%2C an international certificate of inoculation is required.
Mali,https://wikitravel.org/en/Mali,Treat tap water with suspicion. It is often so heavily chlorinated that one suspects few bugs could possibly survive in it. But short-term visitors will be safer with bottled water. There are several cheap local brands%2C but be warned that they are only drunk by foreigners and wealthy Malians: don't rely on finding bottled water in shops patronised by "ordinary" Malians. Soft drinks such as Coca-Cola or Fanta are more widely available and safe. But remember that Coke will make you want to go to the toilet%2C and so may leave you more dehydrated than before you drank it - a serious problem in this stunningly hot country.  Street vendors sell water and home-made ginger and berry drinks in little plastic bags.  They are often iced which makes them very refreshing in the heat.  Generally%2C you shouldn't drink these without treating them first.  However%2C one which is called "bissap" in French and "dabileni" ("red hybiscus") in Bambara%2C is made from hibiscus flowers that are boiled during preparation%2C and so generally is safe to drink.  It is a particularly delicious non-alcoholic drink you shouldn't miss.  In Bamako%2C it is possible to purchase at most corner stores treated water in small plastic bags for XOF50;  these are much cheaper%2C and of course more environmentally friendly%2C than bottles.  The bags are marked with a brand name;  be careful not to mistake them for the tap water that is sold in unmarked plastic bags by street vendors.  Also widely sold in this way is sweet milk and yoghurt%2C which are normally clean because the bags are industrially filled. Fresh milk can also be bought from buckets at the roadside in some villages%2C although it should always be thoroughly boiled before drinking as it can carry tuberculosis bacteria (often Malians do this before selling%2C but it is safer to do it yourself or at least ask).
Martinique,https://wikitravel.org/en/Martinique,As in France%2C water is safe to drink from the tap%2C and restaurants will happily serve this at no extra charge (l'eau du robinet).
Mexico,https://wikitravel.org/en/Mexico,Non alcoholic beverages:Tap water is potable%2C but generally not recommended for drinking. Some exaggerated people even claim that tap water is not good for brushing teeth. Hotels usually give guests one (large) bottle of drinking water per room per night. Bottled water is also readily available in supermarkets and at tourist attractions. Another drink is called Chamaica it is Hibisicus juice.
Mexico,https://wikitravel.org/en/Mexico,Some parts of Mexico are known for travellers' diarrhea that it is often called "Montezuma's Revenge" (Venganza de Moctezuma). The reason for this is not so much the spicy food but the contamination of the water supply in some of the poorer zones in Mexico. In most of the small towns that are less industrialized%2C only the poorest Mexicans will drink tap water. The best policy is to only drink bottled or purified water%2C both of which are readily available. Be sure to specify bottled water in restaurants and avoid ice (which is often not made from purified water) in non-alcohol drinks. Just like in the USA%2C in most major Mexican cities the water is purified at the cities' water company. In most restaurants in these poor zones%2C the only water served comes from large jugs of purified water. If you get sick%2C visit your local clinic as soon as possible. There is medicine available that will counter the bacteria.
Morocco,https://wikitravel.org/en/Morocco,As a rule%2C do not drink tap water at all in Morocco%2C even in hotels%2C as it contains much higher levels of minerals than the water in Europe. For local people this is not a problem as their bodies are used to this and can cope%2C but for travellers from places such as Europe%2C drinking the tap water will usually result in illness. Generally this is not serious%2C an upset stomach being the only symptom%2C but it is enough to spoil a day or two of your holiday.
Mozambique,https://wikitravel.org/en/Mozambique,All tap water in Mozambique should be assumed to be unsafe to drink%2C even if it is not harmful it usually has some sediment that your stomach will not be used to. Most western oriented lodgings either provide a fresh water source or sell bottled water.
Myanmar,https://wikitravel.org/en/Myanmar,Tap water in Myanmar is not safe to drink. Most restaurants%2C with the possible exception of roadside stalls%2C now use packaged ice made from bottled water%2C so ice should be safe. When out and about%2C even the locals drink bottled water and that's your safest option. Bottled water is readily available just about everywhere. As of May 2013%2C the standard going rate is MYK300 for a 1L bottle of mineral water.
Myanmar,https://wikitravel.org/en/Myanmar,Hygiene in Myanmar may seem terrible to the average Western traveler but it is possible to stay healthy with some basic precautions such as prophylactic medication%2C care choosing food and water%2C and antibacterial ointment. Never drink tap water. Restaurants are legally required to use ice made and sold by bottled water companies%2C so ordering ice is usually safe in major places. Always drink bottled water and check that the cap is sealed on%2C not simply screwed on. Diseases such as dengue fever%2C Japanese encephalitis and malaria are endemic. Drug-resistant strains of malaria and tuberculosis are common in many areas. Hepatitis vaccinations are highly recommended and cholera oral vaccine is worthwhile. At the dinner table%2C Burmese use a spoon and fork%2C or their fingers when this is more convenient. You might feel better rinsing all of them before meals. Antibacterial wipes or alcohol hand-rub is a good idea at regular intervals.
Myanmar,https://wikitravel.org/en/Myanmar,As in any other developing country: "if you can't fry%2C roast%2C peel or boil it - then forget it". Wash your hands frequently with soap and water (tap water is OK for hand washing). Always have hand sanitizer ready%2C since most germs are spread through hand contact.
Nepal,https://wikitravel.org/en/Nepal,Prithvi Narayan's heirs Pratap Singh%2C Rana Bahadur and Girvan Yuddha continued expansion of their kingdom into the Koshi river basin east of the Bagmati system. Like the Gandaki%2C the Koshi traditionally has seven major tributaries descending from the Himalayas before joining forces to break through the Mahabharat and Siwalik ranges. Ranges drained by Koshi tributaries include Mount Everest and its neighbouring peaks%2C as well as the western side of the Kangchenjunga massif.  Kangchenjunga and a high ridge to the south are the watershed between the Koshi and Tista basins as well as the border between Nepal and the former kingdom of Sikkim that India annexed in 1975.
New Zealand,https://wikitravel.org/en/New_Zealand,Bottled water%2C both flavoured and unflavoured%2C is available in most shops. Not that there is anything wrong with the tap water%2C it is just that some town supplies are drawn from river water and chlorinated. Most town supplies are fluoridated. If you do not want to pour your money down the drain%2C fill your own water bottle from the tap%2C unless you find it is too heavily chlorinated for your taste.
New Zealand,https://wikitravel.org/en/New_Zealand,Tap water in New Zealand is regarded as some of the cleanest in the world; it is safe to drink from in all cities%2C most come from artesian wells or freshwater reservoirs - however%2C some are from rivers which can be chlorinated to be made safe but do not taste very nice. Some of the water in Auckland comes from the Waikato river%2C a long river that has its source in Lake Taupo in the centre of the North Island. But by the time it reaches Auckland%2C it has been treated so that the quality is no worse than that of the Thames in London or the Hudson in New York. Auckland water is also drawn from run-off reservoirs in the Waitakere and Hunua Ranges. Tap water in places such as Christchurch and Hastings is not chlorinated at all as it is drawn from the pure artesian aquifers of the Canterbury and Heretaunga plains.
New Zealand,https://wikitravel.org/en/New_Zealand,New Zealand has high and equitable standards of professional health care comparable with Sweden or Australia. Tap water is drinkable but precautions should be taken against Giardia when tramping.
Nicaragua,https://wikitravel.org/en/Nicaragua,According to the US State Department's Consular Sheet for Nicaragua%2C the tap water in Managua is safe to drink%2C but bottled water with chlorine is always the best choice. The water in Esteli is especially good as it comes from deep wells. Bottled water is readily available%2C with a gallon at a supermarket around an American dollar.
Niger,https://wikitravel.org/en/Niger,Drink lots and lots of water while in Niger because the dry heat will dehydrate you and you won't realize it.  It is the best preventative step you can take.  Bottled water or water sealed in a bag (called pure-wata) is available in most of the cities but in a pinch%2C city tap water is well-chlorinated (this is according to one traveler; another American who lived in Niger for two years says never drink unfiltered water anywhere! — that includes ice!). Be particularly wary of well water%2C stream water%2C and rural water.
Niue,https://wikitravel.org/en/Niue,Snorkelling is an alternative to diving. The Utuko Reef in Alofi and the reef pools at Hio Beach are excellent for beginners. Further north from Hio there's a pair of giant natural pools at Matapa that are best at low tide. Around the island there are places to snorkel outside the reef but should only be attempted by confident swimmers; in any case%2C seek local advice and check water conditions before venturing off on your own. To be completely safe%2C go with a partner or take a tour. Niue Dive operates snorkelling trips to sites around the island%2C including Snake Gully. You can also snorkel and swim with spinner dolphins (April to December) and humpback whales (June to October).
Northern Mariana Islands,https://wikitravel.org/en/Northern_Mariana_Islands,Tap water on Saipan is too salty to drink.
Norway,https://wikitravel.org/en/Norway,Take care when buying alcohol and tobacco. It will most certainly be more expensive than you expect. A 400 or 500 mL beer in a pub or restaurant will cost around NOK80 whilst a 500 mL can of 4.7% beer in a supermarket costs about NOK30. Cigarettes cost about NOK115 for a pack of 20%2C and a bottle of 500 mL Coke will usually cost NOK20. On the positive side: Norway has good quality tap water. Buying bottled drinking water is unnecessary and hugely expensive. Some Norwegians drink straight from streams when hiking%2C but periodic outbreaks of Tularemia makes this a bit risky.
Norway,https://wikitravel.org/en/Norway,Food safety is very good in Norway. Salmonella is very rare compared to other countries%2C and health officials inspect restaurants at a regular basis. Also tap-water is usually very nice; Voss water from Vatnestrøm in Aust-Agder is actually exported abroad%2C including to the USA.
Oman,https://wikitravel.org/en/Oman,Bottled drinking (mineral) water is easily available at most stores. Tap water is generally safe; however%2C most Omanis drink bottled water and to be safe%2C you should too.
Pakistan,https://wikitravel.org/en/Pakistan,Tap water can be unsafe for drinking. However%2C some establishments have water filters/purifiers installed%2C in which case the water is safe to drink. Packed drinking water (normally called mineral water in Pakistan) is a better choice.
Pakistan,https://wikitravel.org/en/Pakistan,Visitors are strongly advised to refrain from drinking tap water; many Pakistani locals themselves drink boiled or purified water. Take every precaution to drink only boiled%2C filtered or bottled water. Tap water is known to contain many impurities. Ice is usually made from regular tap-water%2C and may be even harder to avoid. Fresh milk from the carrier should be boiled and cooled before consumption. Non-pasteurized dairy can spread tuberculosis so be careful of people with hacking coughs. Haleeb Milk and Olpers are trusted brands and are available at most grocery stores.
Panama,https://wikitravel.org/en/Panama,Tap water is safe in virtually all cities and towns%2C with the exception of Bocas del Toro%2C where bottled water is recommended.
Papua New Guinea,https://wikitravel.org/en/Papua_New_Guinea,Flightseeing is a word that should have been coined here. If you can afford it%2C just flying around some of the remote airstrips is an adventure in itself. There are strips that seem impossibly short%2C strips that seem to end with a mountain%2C strips where if you don't take off in time you will plunge into a ravine%2C and airstrips surrounded on three sides by water. From Port Moresby you don't have to fly far to get the experience. There are flights to villages on the Kokoda trail and others in the Owen Stanley mountain range in Central Province and you can fly a scheduled circuit or "milk run" in one morning%2C although you will have to be at the airport by 5:00 a.m. Check with Airlines PNG for schedules. Fane%2C Ononge and Tapini strips are particularly scary. Remember your life insurance.
Papua New Guinea,https://wikitravel.org/en/Papua_New_Guinea,Tap water in most regions is unsafe to drink.
Paraguay,https://wikitravel.org/en/Paraguay,Tap water in Asuncion%2C and for sure Ciudad del Este%2C is NOT potable! Tap water in the rest of Paraguay should be treated to make it safe for drinking. There have been efforts by PLAN International to bring safe%2C potable water to communities in rural areas (if there is such water available%2C it is safe to drink). Ask before drinking water in rural areas however--many Paraguayans will claim their water is safe to drink even if it's not purified.
Peru,https://wikitravel.org/en/Peru,Tap water.Drink water only when you are certain it is safe. Don't drink tap water. If you are using tap water to brush your teeth or rinse your mouth%2C spit as much out as possible. Tap water can be made drinkable by boiling it (bringing it to boiling point in a kettle should be sufficient) or by purification methods such as iodine tablets or UV light. Bottled water is cheap and tastes better than boiled water. Check the bottle to make sure that it has not been opened and refilled. In restaurants%2C (if you don't trust them) you could request the bottle to be opened in your presence and never take ice in your drinks (ice cubes are often made with tap water). Remember%2C alcohol does not make tap water drinkable!
Philippines,https://wikitravel.org/en/Philippines,Metro Manila is home to many bars%2C watering holes%2C and karaoke sites.  Popular places include Makati (particularly the Glorietta and Greenbelt areas)%2C Ortigas Metrowalk%2C and Eastwood in Libis. Other big cities such as Cebu City and Davao also have areas where the nightlife is centered. Establishments serve the usual hard and soft drinks typical of bars elsewhere. Note that Filipinos rarely consume alcohol by itself. They would normally have what is called as "pulutan" or bar chow alongside their drinks which is like the equivalent of tapas. At the least%2C this would consist of mixed nuts but selections of grilled meats and seafood are not uncommon food alongside the customary drinks. When having a party%2C Filipinos enjoy drinking round-robin style using a common glass. One is supposed to drink bottoms-up before passing the glass to the next person. This custom is known as "tagayan" and one person usually volunteers to pour the drink.
Philippines,https://wikitravel.org/en/Philippines,Drink the readily available bottled water. Buko (young coconut) juice is also safe if they have not added local ice to it. Be wary also of Buko juice vendors%2C some usually just add sugar to water. Buy and eat fruit that has not already been cut up. Cooked food from a karenderia (outdoor canteen) is okay if there is a fire under the pots and the food has been kept hot. If you must drink tap water (it is usually served/contained in a small to medium plastic bag)%2C water in Manila%2C Cebu City and other major cities%2C but it is recommended that you boil tap water for at least 5 minutes just to be safe. Elsewhere drink bottled water. There is always the risk of contracting amoebiasis when drinking tap water in the countryside. Also%2C this applies to ice that is usually put in beverages. Bottled water is best purchased from within stores and sheltered eateries. Bottled waters sold outside (by the roads) are more than likely used bottles filled with tap water%2C sealed then cooled. Be careful of drinking pampalamig (cold drinks like Sago't Gulaman) as some of the vendors might be using Magic Sugar(formally called Sodium Cyclamate); an artificial sweetener%2C which has been banned by the Philippine Government because of its adverse effects on health such as higher risk of getting cancer by consuming Magic sugar%2C it has been used as an alternative to ordinary sugar as it is much cheaper%2C call 911 (Philippine National Police) if you encounter such situation. Streetfood isn't so safe to consume in the Philippines%2C hygienic standards aren't enforced much. It is better to eat streetfood as well as pampalamig inside malls and shopping centers than in streets as stalls in malls and shopping centers have better enforcement of cleanliness.
Poland,https://wikitravel.org/en/Poland,Drinking water with a meal is not a Polish tradition; having a tea or coffee afterwards is much more common. If you want water with a meal%2C you might need to ask for it - and you will usually get a choice of carbonated (gazowana) or still (niegazowana) bottled water%2C rather than a glass of tap water. As a result water is never free%2C and is pretty expensive too compared to the average price of a meal (about 4zl for one glass). Beware that even "still" bottled water%2C while not visibly bubbly%2C will still contain some carbon dioxide.
Poland,https://wikitravel.org/en/Poland,For travellers preferring to drink water from the tap%2C tap water is safe and drinkable across the country.
Puerto Rico,https://wikitravel.org/en/Puerto_Rico,Tap water is treated and is officially safe to drink%2C though it tastes rather chlorinated; many opt for bottled water instead.
Puerto Rico,https://wikitravel.org/en/Puerto_Rico,Tap water may be unsafe to drink in Puerto Rico. When spending the day walking in the hot tropical sun it is important to stay hydrated. Ask for bottled water at restaurants%2C bars%2C hotels.
Puerto Rico,https://wikitravel.org/en/Puerto_Rico,Fresh water lakes and streams in metropolitan areas are often polluted so avoid going in for a dip. You can%2C however%2C find freshwater streams and ponds in the rain forest that are safe to swim in. Generally%2C if you see Puerto Ricans swimming in it then you are probably okay%2C especially high in the rain forest. Puerto Rico is a tropical island but is free of most diseases that plague many other tropical countries of the Caribbean and the world. Tap water is safe to drink almost everywhere%2C and your hosts will let you know if their water is suspect. Bottled water%2C if necessary%2C is available%2C at grocery and drugstores in gallons%2C and most small stores have bottled water as well.
Reunion,https://wikitravel.org/en/Reunion,Tap water is usually safe for consumption. Public sources of water are unsafe if labeled with "Eau non potable" (Water not drinkable).
Russia,https://wikitravel.org/en/Russia,It is better not to drink the tap water in Russia and to avoid using ice in drinks%2C however bottled water and also Kvass are available everywhere food is served.
Russia,https://wikitravel.org/en/Russia,Mixed alcoholic beverages as well as beers at nightclubs and bars are extremely expensive and are served without ice%2C with the mix (for example%2C coke) and alcohol charged for separately. Bringing your own is neither encouraged nor allowed%2C and some (usually dance-all-night venues oriented to the young crowd) places in Moscow even can take some measures to prevent customers from drinking outside (like a face-control who may refuse an entry on return%2C or the need to pay entry fee again after going out)%2C or even from drinking the tap water instead of overpriced soft drinks by leaving only hot water available in the lavatories. Any illegal drugs%2C even marijuana%2C are best avoided: Russian anti-drug laws are extremely tough%2C the Federal Drug Control Service is well-trained%2C and it really doesn't worth the risk here.
Russia,https://wikitravel.org/en/Russia,Quality of tap water varies around the country%2C and may even be variable within cities. In old buildings tap water can be non-potable. In the big cities of European Russia%2C the water is clean of biological contaminants. If you can't buy bottled water%2C boil water before drinking%2C or better yet use a special filter for tap water%2C which you could buy in any supermarket.
Saint Lucia,https://wikitravel.org/en/Saint_Lucia,Tap water is safe to drink in most tourist areas%2C however bottled water is widely available for those who desire it.
Saudi Arabia,https://wikitravel.org/en/Saudi_Arabia,There are major health risks for travelling in Saudi Arabia: tap water is NOT drinkable but food is usually%2C but not always%2C hygienic.  Hepatitis and Meningitis vaccinations are required for general travel to the Kingdom. For pilgrims joining the Hajj and its extraordinary concentrations of pilgrims from all corners of the globe%2C a comprehensive series of vaccinations is required as a condition for entry.  See the Hajj article for details. Malaria%2C Dengue fever and the new SARS-like Coronavirus (Middle Eastern Respiratory Syndrome - Coronavirus "MERS-CoV") are major concerns when travelling to Saudi Arabia and all can potentially cause death if acquired.  Stay Healthy.
Senegal,https://wikitravel.org/en/Senegal,Avoid tap-water%2C and all dishes prepared with them.  Bottled water%2C such as Kirene which is most common and bottled in Senegal%2C is widely available and inexpensive.
Serbia,https://wikitravel.org/en/Serbia,Tap water is perfectly safe to drink%2C and mainly of a good quality%2C too. If the water looks cloudy%2C it's because of air bubbles in the water. It's safe to drink%2C but you can also let it sit for a few seconds and watch the air bubbles clear up.
Seychelles,https://wikitravel.org/en/Seychelles,Tap water is safe to drink on Mahe and Praslin%2C but water quality is variable in undeveloped areas.  It is recommended to drink bottled water only and to avoid bodies of fresh water like lakes%2C rivers%2C ponds%2C etc.
Singapore,https://wikitravel.org/en/Singapore,Tap water is safe for drinking%2C and sanitation standards are very high.  As a tropical country%2C Singapore is hot and humid so drink a lot of water. The lowest temperature ever recorded in Singapore was way back in 1934%2C when it hit a low of 19.4°C (66.9°F).
Slovakia,https://wikitravel.org/en/Slovakia,Tap water is drinkable everywhere. According to one study%2C water used as tap water in the Bratislava-Vienna region is the cleanest in the world. If you prefer mineral water%2C you can choose from a multitude of brands%2C as the republic has possibly the highest number of natural mineral water springs per capita in the world.
Slovenia,https://wikitravel.org/en/Slovenia,All restaurants and bars usually sell drinks like beers%2C wines and spirits. Tap water is drinkable.
Slovenia,https://wikitravel.org/en/Slovenia,Hygiene standards are high and tap water is generally clean and drinkable. The nationwide emergency number is 112.
Somaliland,https://wikitravel.org/en/Somaliland,Locals in Hargeisa drink tap water filtered and treated by the Chinese government. The cleanliness is not adequate for visitors though. If you are not a local%2C you MUST drink bottled water%2C as drinking tap water can cause digestive issues (diarrhea and/or vomiting) It is however very uncommon to find diseases such as cholera in the drinking water.
South Africa,https://wikitravel.org/en/South_Africa,Municipal tap water is usually safe to drink. In some area such as Hartebeespoort Dam%2C it is advisable to boil your water before drinking.
South Africa,https://wikitravel.org/en/South_Africa,Municipal tap water is usually safe to drink throughout the country. In the Western Cape mountain water is safe%2C even if it has been stained brown due to vegetation. A strong risk of bilharzia exists for still-standing water.
Spain,https://wikitravel.org/en/Spain,Water is frequently served without a specific request%2C and is normally charged for--unless it's included in your menu del dia.  If you would like free tap water instead of bottled water%2C request "agua del grifo" (water from the tap).  However%2C not all restaurants will offer this and you may be forced to order bottled water.
Sri Lanka,https://wikitravel.org/en/Sri_Lanka,Most locals drink tap water%2C but the governments travel website states that it is not safe. Should you choose to drink bottled water (1.5 litre for 60-70 LKR in March 2012) please make sure (essentially) that the Health Ministry registration number or SLS (Sri Lanka Standard Institute) label is present. Some bottles are refilled with tap water and then sold again. Also in some parts of the country you'll find hard water due to the high presence of lime in the soil.Fresh milk%2C due to the climate%2C spoils easily%2C and so is often very expensive.  Powdered milk%2C however%2C is safe and is often substituted.
Sri Lanka,https://wikitravel.org/en/Sri_Lanka,Visitors should avoid drinking water from the tap. It is best to stick to bottled water for both drinking and teeth brushing. Leafy%2C raw vegetables and salads should also be avoided%2C as they are washed with tap water.
Sudan,https://wikitravel.org/en/Sudan,The general advice is not to drink tap water. In most rural areas%2C you will not be able to%2C as there are no taps. Where there are no bore holes (which often yield water that is fine to drink)%2C water is often taken directly from the Nile. Rely instead on bottled water or a water filter.
Svalbard,https://wikitravel.org/en/Svalbard,Tap water on Svalbard is drinkable%2C but surface water may contain tapeworm eggs from fox feces and should be boiled before consumption.
Sweden,https://wikitravel.org/en/Sweden,Tap water in Sweden is of great quality%2C and contains close to zero bacteria. Water in mountain resorts might contain rust%2C and water on islands off the coast might be brackish%2C but it is still safe to drink. There is no real reason for buying bottled water in Sweden. Also%2C there is bottled water that doesn't meet the requirements to be used as tap water in Sweden.
Switzerland,https://wikitravel.org/en/Switzerland,Generally there is no problem with food and water in Switzerland.  Restaurants are controlled by strict rules. Water is perfectly drinkable everywhere from literally every water tap%2C even out of all public fountains unless specially marked (Kein Trinkwasser! - Pas potable! - Non potabile!). There are many organic food stores and restaurants available and it is currently illegal to import or sell any genetically modified food.
Syria,https://wikitravel.org/en/Syria,Generally you cant drink tap water%2C its usually unfiltered%2C but if you're unsure ask the locals first. This water is free compared to bottled water%2C which comes at anywhere between 150-250 Syrian Pound for 1.5 litres.
Taiwan,https://wikitravel.org/en/Taiwan,Water or ice you are served in restaurants are usually filtered tap water (mostly without extra charge for water)%2C which is generally safe. However%2C it is best to drink water both filtered and boiled.
Taiwan,https://wikitravel.org/en/Taiwan,Another reason for drinking previously boiled or bottled water in Taiwan is that Taiwan is a seismic active zone. Because of a large number of earthquakes%2C the water delivery system (pipes) are easily damaged allowing contaminants to enter the water prior to it reaching the tap.  Therefore drinking previously boiled or bottled water is probably a wise choice.
Taiwan,https://wikitravel.org/en/Taiwan,Don't drink tap water without boiling it%2C though it's safe for brushing your teeth.
Tajikistan,https://wikitravel.org/en/Tajikistan,DO NOT drink tap water. There is no working purification system%2C and outbreaks of typhoid and cholera (rarely) are common. Other preventable endemic illnesses are hepatitis A%2C rabies%2C poliomyelitis and tick-borne encephalitis. The occasional anthrax case comes in%2C but it's rare nowadays. There are%2C during the hot season%2C a few pockets where malaria can occur. HIV is a growing health threat in Tajikistan.  There is now an English-speaking comprehensive primary care clinic in operation by the name of Prospekt Medical [8]%2C right behind the Embassy of China. In the Pamir mountains%2C the risk of altitude sickness is substantial - one may read up on this here: [9] (in English) or [10] (in German). In case of ANY accident%2C call your embassy. Health insurance and medical evacuation insurance are recommended.
